rank,2023 RANK,Institution_name,location_QS,SIZE,FOCUS,RESEARCH,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,scores_overall_QS,Rank,scores_overall_THE,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location_THE,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,Country
625.5,475.0,Chang Gung University,Taiwan,M,FO,VH,3.0,B,5.7,601.0,4.6,601.0,70.0,184.0,43.0,309.0,4.3,701.0,4.7,701.0,1.4,701.0,7.9,701.0,4.1,701.0,37.150000000000006,155.0,66.3,6330.0,26.5,907.0,34.6,358.0,47.2,1074.0,95.5,113.0,28.5,1558.0,Taiwan,7017,12.3,5,0.888888889,Taiwan
625.5,555.5,Northwestern Polytechnical University,China (Mainland),XL,CO,VH,4.0,A,5.9,601.0,2.5,601.0,46.0,341.0,53.6,239.0,13.9,686.0,4.8,701.0,6.1,701.0,10.1,701.0,3.2,701.0,37.150000000000006,155.0,66.3,3260.0,37.4,382.0,40.6,241.0,74.7,447.0,86.7,189.0,48.4,855.0,China,36797,14.5,4,0.888888889,China (Mainland)
625.5,725.5,Stevens Institute of Technology,United States,M,CO,VH,5.0,B,2.7,601.0,2.9,601.0,4.7,701.0,52.4,246.0,37.5,428.0,91.4,110.0,1.2,701.0,12.2,701.0,1.1,701.0,37.150000000000006,155.0,66.3,4820.0,26.9,881.0,25.3,599.0,74.6,452.0,62.4,606.0,80.8,243.0,United States,6393,18.6,30,0.888888889,United States
625.5,675.5,Universitat Ramon Llull,Spain,L,CO,HI,3.0,B,10.4,601.0,43.7,208.0,6.3,701.0,8.5,701.0,94.7,153.0,32.2,399.0,2.4,701.0,15.6,535.0,1.4,701.0,37.150000000000006,155.0,66.3,7540.0,20.7,1324.0,18.2,910.0,70.3,555.0,32.1,1140.0,72.6,369.0,Spain,15125,22.6,20,0.888888889,Spain
625.5,625.5,University of Ljubljana,Slovenia,XL,FC,VH,5.0,A,20.0,439.0,9.5,601.0,35.6,446.0,6.3,701.0,4.5,701.0,10.7,701.0,59.3,250.0,48.9,139.0,17.2,574.0,37.150000000000006,155.0,66.3,9130.0,24.5,1044.0,20.1,805.0,54.6,894.0,69.8,436.0,42.4,1034.0,Slovenia,40607,13.8,9,0.888888889,Slovenia
625.5,725.5,University of the Basque Country,Spain,XL,CO,VH,3.0,A,19.4,457.0,6.4,601.0,34.7,462.0,17.4,593.0,2.5,701.0,3.8,701.0,73.6,178.0,7.0,701.0,21.2,533.0,37.150000000000006,155.0,66.3,6190.0,27.0,873.0,23.9,656.0,65.8,652.0,65.5,536.0,46.2,921.0,Spain,38301,13.8,5,0.888888889,Spain
625.5,900.5,Zhengzhou University,China (Mainland),XL,FC,VH,4.0,A,5.4,601.0,19.7,461.0,4.7,701.0,65.6,168.0,18.6,606.0,2.5,701.0,4.4,701.0,6.7,701.0,3.2,701.0,37.150000000000006,155.0,66.3,8030.0,18.7,1488.0,19.8,827.0,82.5,274.0,35.8,1081.0,25.2,1700.0,China,74052,15.6,4,0.888888889,China (Mainland)
635.5,565.5,Boston College,United States,L,CO,VH,5.0,B,20.5,426.0,12.9,601.0,19.3,684.0,21.5,535.0,12.0,701.0,18.3,568.0,9.1,694.0,38.4,189.0,15.9,596.0,37.150000000000006,155.0,66.3,2540.0,43.5,230.0,30.5,454.0,84.6,219.0,60.7,628.0,57.8,626.0,United States,13156,14.9,10,0.888888889,United States
635.5,675.5,Palacký University Olomouc,Czech Republic,L,FO,VH,5.0,A,15.0,583.0,17.9,492.0,29.6,524.0,8.6,701.0,33.3,465.0,19.5,555.0,54.0,292.0,9.5,701.0,23.7,506.0,37.150000000000006,155.0,66.3,9450.0,23.4,1124.0,23.9,661.0,49.8,1023.0,36.8,1052.0,61.8,546.0,Czech Republic,19474,15.2,14,0.888888889,Czech Republic
635.5,725.5,Ritsumeikan University,Japan,XL,CO,HI,5.0,B,15.2,572.0,68.4,108.0,8.1,701.0,3.8,701.0,24.7,540.0,10.2,701.0,2.0,701.0,8.7,701.0,2.2,701.0,37.150000000000006,155.0,66.3,14050.0,19.8,1393.0,13.9,1214.0,27.4,1510.0,30.3,1175.0,46.8,898.0,Japan,35119,17.4,10,0.888888889,Japan
645.5,434.0,Far Eastern Federal University,Russia,L,CO,HI,5.0,A,10.6,601.0,3.5,601.0,94.9,62.0,1.8,701.0,14.1,685.0,66.1,227.0,5.1,701.0,8.2,701.0,1.2,701.0,37.150000000000006,155.0,66.3,12650.0,31.5,612.0,19.6,832.0,21.0,1657.0,26.6,1275.0,62.7,527.0,Russian Federation,15631,12.9,21,0.888888889,Russia
645.5,725.5,Free University of Bozen-Bolzano,Italy,S,FO,VH,3.0,A,5.0,601.0,1.5,601.0,11.0,701.0,47.6,285.0,74.8,256.0,26.3,460.0,11.1,651.0,8.0,701.0,1.9,701.0,37.150000000000006,155.0,66.3,3670.0,31.8,595.0,22.8,693.0,85.5,198.0,45.6,885.0,78.6,275.0,Italy,4244,10.7,14,0.888888889,Italy
645.5,775.5,Memorial University of Newfoundland,Canada,L,FC,HI,4.0,A,7.0,601.0,4.6,601.0,11.0,701.0,28.5,449.0,25.3,529.0,71.9,202.0,36.5,406.0,11.8,701.0,31.0,432.0,37.150000000000006,155.0,66.3,5590.0,27.5,844.0,24.5,629.0,60.9,758.0,83.2,223.0,85.7,182.0,Canada,16318,15.1,23,0.888888889,Canada
645.5,525.5,The New School,United States,M,FO,VH,5.0,B,15.9,549.0,14.9,551.0,44.3,355.0,2.8,701.0,6.0,701.0,91.7,107.0,1.2,701.0,24.7,337.0,1.1,701.0,37.150000000000006,155.0,66.3,9340.0,29.8,699.0,15.5,1083.0,45.8,1102.0,27.2,1257.0,61.1,560.0,United States,8644,9.3,34,0.888888889,United States
645.5,725.5,University of Bradford,United Kingdom,M,CO,VH,4.0,A,8.7,601.0,7.3,601.0,8.2,701.0,18.1,582.0,63.8,301.0,93.2,99.0,20.1,543.0,21.6,384.0,3.4,701.0,37.150000000000006,155.0,66.3,5170.0,23.3,1128.0,22.4,714.0,73.8,466.0,58.1,677.0,90.1,127.0,United Kingdom,8970,19.5,31,0.888888889,United Kingdom
645.5,775.5,University of Houston,United States,XL,CO,VH,4.0,A,13.9,601.0,10.9,601.0,4.5,701.0,34.0,402.0,8.5,701.0,9.3,701.0,34.0,426.0,29.2,273.0,27.8,469.0,37.150000000000006,155.0,66.3,5410.0,33.8,499.0,29.7,481.0,65.8,654.0,70.2,428.0,50.8,778.0,United States,47963,26.3,7,0.888888889,United States
645.5,900.5,University of Modena and Reggio Emilia,Italy,L,FC,VH,5.0,A,8.7,601.0,3.2,601.0,2.3,701.0,50.3,262.0,3.9,701.0,3.8,701.0,21.4,532.0,13.9,613.0,57.4,263.0,37.150000000000006,155.0,66.3,4570.0,32.0,591.0,24.6,624.0,79.6,331.0,80.3,260.0,40.2,1112.0,Italy,21836,27.0,5,0.888888889,Italy
645.5,775.5,University of Windsor,Canada,L,CO,VH,5.0,A,3.6,601.0,4.8,601.0,2.3,701.0,33.1,411.0,87.6,195.0,75.1,184.0,6.1,701.0,20.4,409.0,6.4,701.0,37.150000000000006,155.0,66.3,6020.0,28.7,761.0,29.8,478.0,56.7,854.0,60.7,630.0,90.8,120.0,Canada,14849,34.1,35,0.888888889,Canada
655.5,1100.5,COMSATS University Islamabad,Pakistan,XL,CO,VH,2.0,A,10.4,601.0,29.2,333.0,14.4,701.0,13.9,658.0,1.6,701.0,1.6,701.0,62.6,229.0,8.1,701.0,50.9,301.0,37.150000000000006,155.0,66.3,6360.0,17.9,1554.0,16.6,998.0,88.2,151.0,30.5,1170.0,50.0,801.0,Pakistan,34323,16.0,1,0.888888889,Pakistan
655.5,725.5,University of Haifa,Israel,L,FO,VH,4.0,A,13.1,601.0,7.4,601.0,19.6,678.0,30.1,433.0,14.2,681.0,3.9,701.0,13.5,617.0,14.1,601.0,51.8,295.0,37.150000000000006,155.0,66.3,6620.0,23.9,1084.0,30.1,469.0,68.4,594.0,64.5,558.0,34.5,1338.0,Israel,17353,18.4,3,0.888888889,Israel
655.5,900.5,University of Hohenheim,Germany,M,SP,Unknown,5.0,A,9.8,601.0,5.3,601.0,10.0,701.0,39.4,348.0,26.4,515.0,24.2,484.0,36.3,410.0,8.8,701.0,15.0,612.0,37.150000000000006,155.0,66.3,2630.0,35.0,461.0,35.5,334.0,85.7,195.0,80.5,257.0,61.7,549.0,Germany,8369,37.7,14,0.888888889,Germany
665.5,675.5,Aberystwyth University,United Kingdom,M,CO,VH,5.0,A,9.5,601.0,6.4,601.0,19.5,680.0,23.5,507.0,46.1,374.0,49.5,300.0,27.1,482.0,10.5,701.0,9.6,678.0,37.150000000000006,155.0,66.3,5030.0,26.3,918.0,23.0,684.0,68.5,593.0,62.4,603.0,87.3,160.0,United Kingdom,6180,15.6,23,0.888888889,United Kingdom
665.5,497.0,Brandeis University,United States,M,CO,VH,4.0,B,9.8,601.0,4.3,601.0,49.9,311.0,16.3,609.0,26.2,521.0,70.6,207.0,1.4,701.0,17.4,477.0,1.5,701.0,37.150000000000006,155.0,66.3,2550.0,36.7,401.0,28.3,507.0,84.6,220.0,64.2,561.0,81.4,233.0,United States,4791,11.6,33,0.888888889,United States
665.5,625.5,Lebanese American University,Lebanon,M,FC,HI,4.0,B,10.5,601.0,28.2,342.0,35.5,447.0,3.2,701.0,78.9,233.0,26.4,457.0,1.0,701.0,10.4,701.0,7.8,701.0,37.150000000000006,155.0,66.3,5520.0,26.7,892.0,13.2,1286.0,76.4,406.0,32.8,1129.0,84.2,199.0,Lebanon,7100,10.1,17,0.888888889,Lebanon
665.5,775.5,Middlesex University,United Kingdom,L,CO,HI,4.0,A,5.6,601.0,4.8,601.0,8.3,701.0,14.3,650.0,85.1,209.0,99.6,38.0,20.6,540.0,15.8,529.0,8.6,693.0,37.150000000000006,155.0,66.3,5610.0,22.8,1166.0,18.5,890.0,80.0,323.0,46.8,867.0,93.4,76.0,United Kingdom,15545,18.3,50,0.888888889,United Kingdom
665.5,675.5,National Chung Hsing University,Taiwan,L,CO,VH,4.0,A,20.2,434.0,24.1,400.0,27.6,552.0,11.8,701.0,7.9,701.0,5.6,701.0,2.2,701.0,20.4,410.0,20.1,544.0,37.150000000000006,155.0,66.3,11240.0,23.8,1093.0,25.2,603.0,33.8,1356.0,78.8,280.0,32.5,1404.0,Taiwan,14394,15.5,6,0.888888889,Taiwan
665.5,725.5,Princess Nourah bint Abdulrahman University,Saudi Arabia,L,CO,HI,4.0,A,16.6,532.0,16.5,519.0,19.4,683.0,1.9,701.0,92.5,167.0,47.7,307.0,6.3,701.0,8.2,701.0,2.5,701.0,37.150000000000006,155.0,66.3,7510.0,26.7,893.0,16.3,1027.0,66.1,647.0,28.3,1227.0,91.7,102.0,Saudi Arabia,22552,12.1,17,0.888888889,Saudi Arabia
665.5,900.5,Tokyo University of Science,Japan,L,FO,VH,4.0,B,11.0,601.0,54.8,149.0,10.6,701.0,11.7,701.0,13.3,696.0,3.8,701.0,1.2,701.0,29.8,267.0,7.0,701.0,37.150000000000006,155.0,66.3,14650.0,24.0,1081.0,26.1,568.0,26.4,1529.0,74.0,348.0,29.1,1537.0,Japan,17662,24.0,4,0.888888889,Japan
665.5,545.5,Universidad Panamericana (UP),Mexico,L,FO,HI,4.0,B,8.7,601.0,22.0,427.0,81.5,133.0,1.2,701.0,10.5,701.0,2.5,701.0,1.2,701.0,49.4,137.0,1.0,701.0,37.150000000000006,1501.0,66.3,17860.0,23.9,1085.0,9.1,1784.0,12.0,1822.0,16.0,1865.0,43.9,993.0,Mexico,15469,7.8,2,0.888888889,Mexico
665.5,775.5,Universitas Padjadjaran,Indonesia,XL,FO,VH,4.0,A,16.8,525.0,34.0,287.0,36.6,433.0,1.4,701.0,24.0,549.0,1.7,701.0,1.2,701.0,22.0,375.0,24.8,490.0,37.150000000000006,1501.0,66.3,17840.0,28.5,776.0,12.2,1390.0,19.2,1698.0,23.6,1378.0,34.3,1346.0,Indonesia,35498,11.3,1,0.888888889,Indonesia
675.5,625.5,Carleton University,Canada,L,CO,VH,4.0,A,10.9,601.0,13.9,584.0,3.1,701.0,21.8,531.0,21.6,575.0,46.0,316.0,16.8,576.0,28.5,281.0,35.8,393.0,37.150000000000006,155.0,66.3,5220.0,22.6,1174.0,31.2,436.0,67.0,621.0,75.5,325.0,77.2,292.0,Canada,29656,29.4,21,0.888888889,Canada
675.5,675.5,University of Debrecen,Hungary,L,FC,HI,5.0,A,17.3,515.0,10.3,601.0,30.4,516.0,3.7,701.0,10.6,701.0,68.0,218.0,39.6,381.0,16.9,500.0,3.5,701.0,37.150000000000006,155.0,66.3,6400.0,41.2,275.0,22.5,706.0,40.7,1209.0,51.1,789.0,59.7,590.0,Hungary,19964,12.0,24,0.888888889,Hungary
675.5,900.5,University of Greenwich,United Kingdom,L,CO,HI,3.0,A,4.5,601.0,4.2,601.0,4.6,701.0,10.6,701.0,91.9,173.0,100.0,30.0,41.1,368.0,12.8,671.0,12.7,636.0,37.150000000000006,155.0,66.3,5390.0,17.8,1567.0,17.5,940.0,81.2,298.0,40.9,956.0,97.2,19.0,United Kingdom,17095,21.8,46,0.888888889,United Kingdom
675.5,675.5,University of Manitoba,Canada,XL,FC,VH,5.0,A,14.5,596.0,12.0,601.0,36.3,438.0,10.0,701.0,18.6,606.0,27.8,442.0,29.3,461.0,24.1,348.0,32.9,419.0,37.150000000000006,155.0,66.3,3800.0,31.8,598.0,34.7,356.0,76.3,409.0,62.3,608.0,59.1,601.0,Canada,30316,30.0,21,0.888888889,Canada
685.5,900.5,De La Salle University,Philippines,L,CO,HI,4.0,B,21.0,419.0,45.1,191.0,10.5,701.0,4.2,701.0,2.0,701.0,2.7,701.0,1.3,701.0,35.6,210.0,5.6,701.0,37.150000000000006,1501.0,66.3,15930.0,19.6,1411.0,12.8,1321.0,31.3,1415.0,17.4,1710.0,29.3,1525.0,Philippines,14905,14.5,3,0.888888889,Philippines
685.5,625.5,East China University of Science and Technology,China (Mainland),L,CO,VH,4.0,A,7.5,601.0,2.6,601.0,13.0,701.0,61.4,200.0,2.7,701.0,1.8,701.0,2.8,701.0,11.7,701.0,3.6,701.0,37.150000000000006,155.0,66.3,6440.0,29.9,693.0,25.8,579.0,60.2,769.0,87.1,186.0,23.2,1768.0,China,30974,18.0,2,0.888888889,China (Mainland)
685.5,775.5,Shiraz University,"Iran, Islamic Republic of",L,CO,VH,4.0,A,5.7,601.0,10.4,601.0,5.1,701.0,54.9,234.0,1.2,701.0,1.8,701.0,6.4,701.0,13.4,640.0,27.6,471.0,37.150000000000006,155.0,66.3,9710.0,29.3,731.0,24.6,625.0,55.0,888.0,57.4,696.0,29.1,1536.0,Iran,14857,20.8,2,0.888888889,"Iran, Islamic Republic of"
685.5,675.5,Taras Shevchenko National University of Kyiv,Ukraine,L,CO,VH,5.0,A,19.2,467.0,38.6,252.0,33.4,477.0,2.3,701.0,1.5,701.0,5.1,701.0,2.9,701.0,28.0,288.0,1.9,701.0,37.150000000000006,155.0,66.3,14500.0,30.0,689.0,13.1,1293.0,20.2,1672.0,31.4,1154.0,31.8,1434.0,Ukraine,25937,10.6,5,0.888888889,Ukraine
685.5,725.5,University of Kentucky,United States,L,FC,VH,5.0,A,10.9,601.0,11.5,601.0,18.9,696.0,26.1,470.0,20.9,584.0,3.7,701.0,40.6,371.0,13.6,634.0,24.1,502.0,37.150000000000006,155.0,66.3,4480.0,41.3,272.0,30.8,448.0,71.8,515.0,70.9,410.0,46.8,897.0,United States,27540,11.3,3,0.888888889,United States
695.5,535.5,Inha University,South Korea,L,FC,VH,4.0,B,10.9,601.0,15.3,539.0,72.9,172.0,11.7,701.0,8.8,701.0,14.4,634.0,1.4,701.0,12.4,700.0,3.0,701.0,37.150000000000006,155.0,66.3,8800.0,31.2,630.0,27.2,534.0,41.7,1189.0,83.9,220.0,38.8,1158.0,South Korea,16035,19.2,8,0.888888889,South Korea
695.5,900.5,University of Dhaka,Bangladesh,XL,FC,MD,5.0,A,21.3,409.0,44.9,195.0,11.7,701.0,2.6,701.0,1.7,701.0,1.0,701.0,2.1,701.0,30.3,253.0,11.6,652.0,37.150000000000006,155.0,66.3,8550.0,17.5,1594.0,10.0,1639.0,68.8,585.0,18.1,1657.0,48.5,850.0,Bangladesh,216258,15.3,3,0.888888889,Bangladesh
695.5,725.5,University of Trieste,Italy,L,FC,HI,4.0,A,11.9,601.0,3.6,601.0,4.0,701.0,45.5,297.0,6.4,701.0,7.6,701.0,37.6,397.0,12.9,666.0,4.0,701.0,37.150000000000006,155.0,66.3,5940.0,31.9,593.0,25.1,608.0,74.2,462.0,52.3,763.0,52.0,739.0,Italy,17196,26.0,7,0.888888889,Italy
705.5,525.5,Altai State University,Russia,M,FO,VH,4.0,A,10.0,601.0,3.7,601.0,84.4,110.0,1.4,701.0,6.7,701.0,69.9,212.0,1.0,701.0,7.6,701.0,6.1,701.0,37.150000000000006,1501.0,66.3,15200.0,20.5,1334.0,16.5,1003.0,15.2,1761.0,25.2,1330.0,64.4,496.0,Russian Federation,9271,19.0,27,0.888888889,Russia
705.5,490.0,Chiba University,Japan,L,FC,VH,4.0,A,16.8,527.0,8.4,601.0,62.3,226.0,10.9,701.0,7.5,701.0,5.2,701.0,2.5,701.0,8.6,701.0,18.8,555.0,37.150000000000006,155.0,66.3,8400.0,33.2,532.0,20.9,774.0,42.0,1181.0,68.9,456.0,33.9,1358.0,Japan,13832,8.9,6,0.888888889,Japan
705.5,725.5,Eötvös Loránd University,Hungary,L,CO,VH,5.0,A,23.9,359.0,16.8,515.0,13.2,701.0,7.8,701.0,5.0,701.0,11.3,685.0,31.1,452.0,30.8,248.0,10.2,667.0,37.150000000000006,155.0,66.3,8560.0,28.6,764.0,19.2,855.0,57.3,836.0,33.4,1124.0,51.3,760.0,Hungary,30414,17.8,11,0.888888889,Hungary
705.5,438.0,Wake Forest University,United States,M,FC,VH,5.0,B,5.4,601.0,6.1,601.0,100.0,13.0,11.0,701.0,5.4,701.0,13.5,654.0,5.5,701.0,16.5,514.0,2.3,701.0,37.150000000000006,155.0,66.3,5010.0,39.6,321.0,22.0,732.0,80.6,309.0,78.5,283.0,38.7,1164.0,United States,8293,4.1,9,0.888888889,United States
705.5,725.5,Zayed University,United Arab Emirates,M,CO,HI,3.0,A,14.5,597.0,17.3,503.0,22.0,628.0,6.3,701.0,100.0,13.0,2.0,701.0,8.3,701.0,17.0,499.0,2.8,701.0,37.150000000000006,155.0,66.3,5020.0,28.3,794.0,25.4,593.0,85.7,196.0,35.0,1091.0,74.5,338.0,United Arab Emirates,9036,14.4,2,0.888888889,United Arab Emirates
715.5,900.5,Istanbul University,Turkey,XL,FC,HI,5.0,A,26.4,333.0,19.1,469.0,3.0,701.0,4.2,701.0,6.4,701.0,15.7,606.0,36.1,411.0,34.7,220.0,3.4,701.0,37.150000000000006,155.0,66.3,10800.0,23.5,1110.0,22.0,730.0,34.4,1339.0,50.9,793.0,38.2,1181.0,Turkey,61369,25.4,9,0.888888889,Turkey
715.5,545.5,Savitribai Phule Pune University,India,M,CO,VH,4.0,A,7.8,601.0,11.3,601.0,55.1,276.0,30.4,432.0,1.2,701.0,3.3,701.0,3.0,701.0,7.2,701.0,4.9,701.0,37.150000000000006,155.0,66.3,9640.0,44.0,220.0,11.8,1430.0,54.5,897.0,22.8,1410.0,25.2,1697.0,India,5871,9.6,4,0.888888889,India
715.5,900.5,"University of Maryland, Baltimore County",United States,M,FC,VH,4.0,A,10.6,601.0,13.1,601.0,13.4,701.0,18.1,581.0,59.4,318.0,15.9,601.0,6.2,701.0,10.8,701.0,38.7,370.0,37.150000000000006,155.0,66.3,7070.0,28.8,753.0,24.6,623.0,61.5,743.0,66.8,508.0,50.1,799.0,United States,11668,17.2,11,0.888888889,United States
715.5,725.5,University of Westminster,United Kingdom,L,CO,HI,3.0,A,12.9,601.0,6.7,601.0,5.9,701.0,6.0,701.0,78.4,235.0,100.0,28.0,1.9,701.0,16.3,515.0,1.9,701.0,37.150000000000006,155.0,66.3,9950.0,19.4,1439.0,18.1,914.0,55.3,882.0,40.0,980.0,87.1,165.0,United Kingdom,17315,19.8,48,0.888888889,United Kingdom
725.5,555.5,Jeonbuk National University,South Korea,L,FC,VH,4.0,A,16.7,531.0,10.7,601.0,65.8,207.0,9.7,701.0,8.2,701.0,7.4,701.0,2.9,701.0,5.1,701.0,3.1,701.0,37.150000000000006,155.0,66.3,8910.0,30.2,678.0,27.3,530.0,45.0,1119.0,68.1,478.0,34.1,1351.0,South Korea,20118,19.6,7,0.888888889,South Korea
725.5,775.5,Temple University,United States,L,FC,VH,5.0,A,12.5,601.0,7.9,601.0,26.4,565.0,18.8,570.0,3.4,701.0,5.7,701.0,48.1,326.0,18.3,455.0,23.0,514.0,37.150000000000006,155.0,66.3,3950.0,40.7,289.0,24.3,641.0,85.2,208.0,70.4,422.0,43.6,1000.0,United States,34069,12.3,6,0.888888889,United States
725.5,1100.5,Ton Duc Thang University,Vietnam,L,FO,VH,3.0,B,4.2,601.0,10.2,601.0,5.1,701.0,34.6,394.0,18.4,610.0,1.6,701.0,84.9,117.0,11.8,701.0,6.8,701.0,37.150000000000006,155.0,66.3,7820.0,12.9,1852.0,16.0,1051.0,90.6,117.0,20.9,1489.0,63.1,516.0,Vietnam,28400,21.9,1,0.888888889,Vietnam
725.5,1100.5,University of Belgrade,Serbia,XL,FC,VH,5.0,A,17.8,501.0,5.2,601.0,4.3,701.0,5.3,701.0,2.9,701.0,4.3,701.0,95.4,50.0,56.7,110.0,16.1,592.0,37.150000000000006,155.0,66.3,8220.0,21.3,1279.0,27.0,540.0,49.4,1030.0,34.0,1109.0,42.3,1038.0,Serbia,91494,18.2,5,0.888888889,Serbia
725.5,725.5,University of Oregon,United States,L,CO,VH,5.0,A,17.7,503.0,8.6,601.0,11.2,701.0,24.0,502.0,12.5,701.0,4.5,701.0,8.9,699.0,18.3,457.0,30.7,438.0,37.150000000000006,155.0,66.3,4650.0,31.1,637.0,30.5,455.0,79.4,336.0,70.2,431.0,43.2,1012.0,United States,21185,13.0,6,0.888888889,United States
735.5,900.5,"Adam Mickiewicz University, Poznań",Poland,L,CO,VH,5.0,A,15.8,554.0,8.7,601.0,29.7,523.0,5.0,701.0,7.0,701.0,7.0,701.0,59.5,247.0,12.6,689.0,38.4,373.0,37.150000000000006,155.0,66.3,10030.0,19.7,1396.0,28.4,505.0,43.5,1153.0,29.6,1193.0,37.8,1203.0,Poland,33268,25.0,6,0.888888889,Poland
735.5,675.5,Alfaisal University,Saudi Arabia,S,FO,VH,2.0,B,3.9,601.0,3.2,601.0,23.9,594.0,10.7,701.0,100.0,26.0,89.4,120.0,1.1,701.0,9.2,701.0,1.2,701.0,37.150000000000006,155.0,66.3,5070.0,24.1,1072.0,15.2,1102.0,72.7,488.0,42.1,934.0,97.7,11.0,Saudi Arabia,3274,10.8,32,0.888888889,Saudi Arabia
735.5,900.5,Bournemouth University,United Kingdom,L,CO,HI,3.0,A,5.7,601.0,8.3,601.0,6.1,701.0,17.4,594.0,81.2,224.0,50.1,293.0,23.3,515.0,10.0,701.0,18.4,560.0,37.150000000000006,155.0,66.3,4080.0,23.2,1132.0,21.1,762.0,86.7,178.0,38.4,1013.0,89.0,137.0,United Kingdom,14260,19.1,21,0.888888889,United Kingdom
735.5,775.5,University of Siena,Italy,L,FC,HI,5.0,A,12.5,601.0,2.6,601.0,8.6,701.0,33.2,411.0,2.1,701.0,15.1,617.0,16.0,585.0,8.3,701.0,49.4,312.0,37.150000000000006,155.0,66.3,5850.0,25.0,1006.0,25.6,589.0,75.9,421.0,74.9,338.0,48.7,843.0,Italy,13115,18.1,10,0.888888889,Italy
745.5,900.5,Budapest University of Technology and Economics,Hungary,L,FO,VH,5.0,A,14.3,601.0,19.4,464.0,15.2,701.0,8.9,701.0,2.5,701.0,18.8,562.0,25.4,493.0,25.0,329.0,40.8,360.0,37.150000000000006,155.0,66.3,12360.0,22.2,1208.0,18.3,899.0,35.8,1305.0,59.3,656.0,37.6,1214.0,Hungary,18621,16.9,13,0.888888889,Hungary
745.5,775.5,Instituto Politécnico Nacional (IPN),Mexico,XL,FO,VH,4.0,A,20.4,429.0,40.2,235.0,8.7,701.0,2.1,701.0,2.6,701.0,1.1,701.0,6.9,701.0,9.8,701.0,33.5,413.0,37.150000000000006,1501.0,66.3,16540.0,20.7,1320.0,9.9,1651.0,14.5,1776.0,26.7,1272.0,25.5,1682.0,Mexico,141583,13.0,0,0.888888889,Mexico
745.5,725.5,Jadavpur University,India,L,CO,VH,5.0,A,16.3,538.0,5.1,601.0,8.3,701.0,37.9,368.0,18.6,606.0,1.0,701.0,3.1,701.0,14.4,587.0,21.2,533.0,37.150000000000006,155.0,66.3,10830.0,35.3,451.0,15.8,1060.0,46.0,1096.0,35.4,1083.0,19.2,1883.0,India,14338,21.3,0,0.888888889,India
745.5,900.5,University of the Punjab,Pakistan,L,CO,VH,5.0,A,14.2,601.0,52.3,154.0,5.3,701.0,9.8,701.0,2.9,701.0,1.3,701.0,5.2,701.0,14.6,574.0,4.9,701.0,37.150000000000006,155.0,66.3,9520.0,27.7,825.0,14.7,1149.0,62.4,723.0,24.9,1341.0,46.7,905.0,Pakistan,28692,22.0,1,0.888888889,Pakistan
745.5,900.5,University of the West of England,United Kingdom,XL,CO,HI,3.0,A,9.2,601.0,9.4,601.0,8.4,701.0,10.8,701.0,48.4,363.0,75.8,183.0,24.8,499.0,8.9,701.0,21.6,528.0,37.150000000000006,155.0,66.3,6010.0,19.5,1426.0,15.0,1128.0,82.6,269.0,30.2,1178.0,78.6,277.0,United Kingdom,26890,15.9,25,0.888888889,United Kingdom
755.5,900.5,Kasetsart University,Thailand,XL,CO,VH,4.0,A,24.3,356.0,21.8,431.0,6.2,701.0,2.5,701.0,4.8,701.0,1.3,701.0,5.2,701.0,19.3,435.0,51.5,297.0,37.150000000000006,1501.0,66.3,16770.0,18.1,1543.0,12.6,1347.0,23.5,1595.0,25.7,1308.0,33.8,1362.0,Thailand,70633,18.7,1,0.888888889,Thailand
755.5,900.5,Liverpool John Moores University,United Kingdom,L,CO,VH,3.0,A,9.9,601.0,6.8,601.0,8.4,701.0,14.5,645.0,48.1,365.0,24.4,480.0,56.2,278.0,10.4,701.0,24.4,497.0,37.150000000000006,155.0,66.3,5550.0,21.6,1257.0,19.3,848.0,77.7,375.0,35.4,1084.0,83.0,209.0,United Kingdom,23200,18.1,16,0.888888889,United Kingdom
755.5,775.5,Riga Technical University,Latvia,M,CO,VH,5.0,A,11.4,601.0,28.2,343.0,19.7,673.0,2.9,701.0,16.4,644.0,59.9,248.0,1.4,701.0,18.5,452.0,15.2,608.0,37.150000000000006,155.0,66.3,11470.0,26.4,916.0,23.9,662.0,32.0,1400.0,46.4,874.0,57.0,642.0,Latvia,10830,31.7,22,0.888888889,Latvia
755.5,575.5,Université du Québec,Canada,XL,FC,HI,4.0,A,17.3,516.0,11.8,601.0,1.6,701.0,16.3,610.0,37.1,435.0,11.6,683.0,19.7,545.0,14.8,563.0,27.3,478.0,37.150000000000006,155.0,66.3,4750.0,33.7,509.0,33.8,384.0,57.2,844.0,71.5,397.0,74.3,344.0,Canada,51748,18.4,11,0.888888889,Canada
